,term,causal,coef,antonyms_opposite_coef,antonyms,antonym_source
1893,repeat,0,0.313,{'survive': 0.639},"{'background': -0.625, 'hold': -0.39, 'pack': -0.013, 'charge': -0.497, 'waste': -2.789, 'loss': -0.304}",synonym_antonym
1894,name,0,0.12,{'forget': 0.772},{'forget': -1.009},antonym
1895,thoughts,0,-0.421,"{'father': 0.052, 'truth': 0.408, 'light': 0.22, 'heavy': 0.593, 'question': 0.241, 'stay': 0.14, 'open': 0.645, 'break': 0.189, 'happiness': 0.684, 'fear': 0.657, 'hope': 0.878, 'sadness': 0.219, 'pain': 0.204, 'miss': 0.604, 'present': 0.435, 'good': 0.861, 'plain': 0.115}","{'truth': 1.129, 'light': 0.337, 'question': 0.241, 'stay': 0.399, 'particular': 0.194, 'happiness': 0.276, 'fear': 0.342, 'hope': 0.782, 'dislike': 0.235, 'sadness': 0.219, 'miss': 0.409, 'present': 0.553, 'good': 1.216}",synonym_antonym
1896,suddenly,0,-0.95,{},{'rested': 0.0},oov_antonym
1897,pieces,0,0.106,{'start': 0.662},"{'beginning': -0.085, 'middle': -0.304}",antonym
1898,personal,0,-0.461,{'male': 0.109},{'public': 0.0},oov_antonym
1899,sell,0,0.128,"{'take': 0.54, 'ride': 1.83}",{'buy': -0.115},antonym
1900,battles,0,-0.969,{'keep': 0.146},{'keep': 0.39},antonym
1901,killing,0,-0.148,"{'spell': 0.353, 'recall': 0.338, 'add': 0.725, 'begin': 0.305, 'cool': 0.793, 'success': 0.008, 'little': 0.584, 'small': 0.184}","{'spell': 0.207, 'recall': 0.338, 'add': 0.412, 'begin': 0.751, 'sit': 0.225, 'cool': 1.151, 'success': 0.008}",synonym_antonym
1902,cheated,1,-0.675,"{'work': 0.072, 'right': 0.538, 'long': 0.856, 'correct': 0.653, 'prove': 0.384, 'proper': 0.096, 'cool': 0.793, 'top': 0.957, 'lose': 0.656, 'familiar': 0.298}","{'right': 0.219, 'long': 0.401, 'correct': 0.653, 'prove': 0.384, 'proper': 0.273, 'cool': 1.151, 'top': 0.086, 'lose': 0.122, 'wife': 0.518}",synonym_antonym
1903,reviewed,0,-0.975,{'miss': 0.604},{'miss': 0.409},antonym
1904,paying,0,0.474,{},{'useless': -0.636},antonym
1905,lifetime,0,-0.977,"{'day': 0.404, 'night': 0.829, 'old': 0.154, 'mature': 0.071, 'continuation': 0.521, 'end': 0.688, 'present': 0.435, 'young': 0.431}",{'death': 0.516},antonym
1906,hoping,0,-1.336,{'fall': 0.141},{'show': 0.286},antonym
1907,expected,0,-0.983,"{'surprising': 0.604, 'unexpected': 0.835}","{'surprising': 0.611, 'unexpected': 1.132}",antonym
1908,useless,1,-0.636,{'useful': 0.688},{'useful': 0.849},antonym
1909,promise,0,-0.488,"{'break': 0.189, 'enjoy': 0.17, 'take': 0.54}","{'enjoy': 0.391, 'take': 0.241}",synonym_antonym
1910,ok,0,-1.023,{'forward': 1.588},"{'forward': 1.268, 'ahead': 0.395, 'current': 0.627}",antonym
1911,marriage,0,-0.114,{'child': 0.524},{'child': 0.279},antonym
1912,idea,0,-0.09,"{'father': 0.052, 'truth': 0.408, 'light': 0.22, 'heavy': 0.593, 'question': 0.241, 'stay': 0.14, 'open': 0.645, 'break': 0.189, 'happiness': 0.684, 'fear': 0.657, 'hope': 0.878, 'sadness': 0.219, 'pain': 0.204, 'miss': 0.604, 'present': 0.435, 'good': 0.861, 'plain': 0.115}","{'truth': 1.129, 'light': 0.337, 'question': 0.241, 'stay': 0.399, 'particular': 0.194, 'happiness': 0.276, 'fear': 0.342, 'hope': 0.782, 'dislike': 0.235, 'sadness': 0.219, 'miss': 0.409, 'present': 0.553, 'good': 1.216}",synonym_antonym
1913,instantly,0,-1.001,{},{'indirectly': 0.0},oov_antonym
1914,bothered,1,-0.196,{},{'composed': 0.0},oov_antonym
1915,halfway,0,-0.643,{'right': 0.538},{'right': 0.219},antonym
1916,let,0,-0.665,{'stay': 0.14},{'stay': 0.399},antonym
1917,shortly,0,-1.036,{'long': 0.856},{'long': 0.401},antonym
1918,load,0,-0.495,"{'light': 0.22, 'heavy': 0.593}",{'light': 0.337},antonym
1919,grammar,0,-0.744,{'truth': 0.408},{'truth': 1.129},synonym_antonym
1920,tastes,0,-1.032,{'stand': 0.223},"{'dislike': 0.235, 'sit': 0.225}",synonym_antonym
1921,cheap,1,-0.895,{'important': 0.831},"{'expensive': 0.349, 'important': 1.461}",antonym
1922,incredibly,0,-1.073,{},{'believably': 0.0},oov_antonym
1923,barely,0,-1.054,{},{'ample': 0.0},oov_antonym
1924,returned,0,-1.038,{'clear': 0.375},{'clear': 0.019},antonym
1925,skimmed,0,-0.831,"{'dark': 0.652, 'stay': 0.14}","{'stay': 0.399, 'sell': 0.128}",synonym_antonym
1926,near,0,0.104,"{'far': 0.039, 'pull': 0.203}","{'far': -0.333, 'pull': -0.049}",antonym
1927,sentence,0,-0.575,"{'end': 0.688, 'state': 0.353}",{'answer': 0.183},antonym
1928,ugly,1,-1.081,{'beautiful': 1.676},{'beautiful': 1.569},antonym
1929,effort,0,-0.896,{'best': 0.379},{'best': 0.525},antonym
1930,saying,0,0.009,{'worth': 0.121},"{'break': -0.172, 'open': -0.062, 'continue': -0.105, 'woman': -0.213, 'respect': -0.598}",synonym_antonym
1931,no,0,-1.045,"{'secondary': 0.16, 'late': 1.145}","{'back': 0.204, 'secondary': 0.16, 'late': 1.256}",antonym
1932,stupidity,1,-1.093,{'ability': 0.079},{'ability': 0.153},antonym
1933,flat,1,0.233,{'intense': 1.272},"{'low': -0.214, 'high': -0.298}",synonym_antonym
1934,rush,1,1.001,"{'ride': 1.83, 'go': 0.185, 'fall': 0.141, 'laugh': 1.144, 'familiar': 0.298, 'fast': 0.584, 'stop': 1.569, 'stay': 0.14}","{'go': -0.151, 'generous': -0.599, 'dry': -0.306, 'familiar': -0.519, 'slow': -1.023, 'appear': -0.028, 'connect': -0.406}",synonym_antonym
1935,pointless,1,-0.423,{'fat': 0.028},{'fat': 0.028},antonym
1936,possibly,0,-0.433,{'trust': 0.213},"{'trust': 0.888, 'believe': 0.216}",synonym_antonym
1937,save,0,-0.703,{'lose': 0.656},"{'lose': 0.122, 'sell': 0.128}",synonym_antonym
1938,text,0,0.056,"{'stay': 0.14, 'go': 0.185, 'clean': 1.006, 'end': 0.688, 'ready': 1.14, 'cool': 0.793}",{'finish': -0.786},antonym
1939,sounds,0,0.248,"{'lose': 0.656, 'continue': 0.237}","{'appear': -0.028, 'continue': -0.105}",synonym_antonym
1940,purpose,0,-0.112,"{'aware': 0.882, 'open': 0.645, 'continue': 0.237, 'begin': 0.305, 'take': 0.54, 'keep': 0.146, 'heat': 0.663, 'forget': 0.772}","{'awake': 0.21, 'begin': 0.751, 'take': 0.241, 'keep': 0.39, 'relax': 0.58, 'heat': 0.641}",synonym_antonym
1941,forgettable,1,-0.796,{},{'unforgettable': 0.0},oov_antonym
1942,loaded,0,-0.053,"{'break': 0.189, 'light': 0.22}",{'light': 0.337},synonym_antonym
1943,kinds,0,0.443,"{'child': 0.524, 'young': 0.431}","{'type': -0.391, 'straight': -0.398}",antonym
1944,nor,0,-0.826,"{'end': 0.688, 'break': 0.189}",{'end': 0.821},antonym
1945,girl,0,-0.192,"{'lose': 0.656, 'husband': 0.427}","{'lose': 0.122, 'husband': 0.406}",antonym
1946,english,0,-0.34,{'front': 0.219},{'front': 0.219},antonym
1947,deliver,0,-0.193,{'lose': 0.656},{'lose': 0.122},antonym
1948,maybe,0,-0.682,{'trust': 0.213},"{'trust': 0.888, 'believe': 0.216}",synonym_antonym
1949,draw,0,-0.468,"{'ride': 1.83, 'cool': 0.793, 'go': 0.185, 'fall': 0.141, 'lose': 0.656, 'pull': 0.203}","{'relax': 0.58, 'fire': 0.042, 'ride': 0.982, 'cool': 1.151, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'lose': 0.122, 'gain': 0.108}",synonym_antonym
1950,element,0,-1.181,"{'break': 0.189, 'right': 0.538, 'front': 0.219, 'stay': 0.14, 'end': 0.688, 'miss': 0.604, 'best': 0.379, 'colorful': 0.538}","{'right': 0.219, 'front': 0.219, 'back': 0.204, 'outside': 0.108, 'stay': 0.399, 'end': 0.821, 'miss': 0.409, 'best': 0.525, 'fire': 0.042, 'black': 0.023}",synonym_antonym
1951,basic,0,-0.796,"{'last': 1.003, 'secondary': 0.16, 'complex': 0.234, 'inside': 0.257, 'end': 0.688}","{'last': 0.244, 'secondary': 0.16, 'complex': 0.208, 'inside': 0.245, 'outside': 0.108, 'end': 0.821}",synonym_antonym
1952,badly,1,-0.448,"{'good': 0.861, 'best': 0.379}","{'good': 1.216, 'best': 0.525}",antonym
1953,hold,0,-0.39,"{'survive': 0.639, 'stand': 0.223}",{'survive': 0.418},antonym
1954,product,0,0.636,"{'smooth': 0.919, 'white': 0.006, 'clean': 1.006, 'light': 0.22, 'heavy': 0.593, 'inside': 0.257, 'right': 0.538}",{'specific': -0.593},antonym
1955,99,0,-1.22,{'some': 0.411},{'some': 0.077},synonym_antonym
1956,zero,0,-0.929,{'add': 0.725},{'add': 0.412},antonym
1957,unrealistic,1,-0.852,"{'practical': 0.176, 'possible': 0.161, 'realistic': 0.733}","{'practical': 0.182, 'possible': 0.064, 'realistic': 0.46}",antonym
1958,younger,0,-0.519,{'old': 0.154},{'important': 1.461},synonym_antonym
1959,looked,0,-1.436,{'lose': 0.656},{'lose': 0.122},antonym
1960,mother,0,0.304,"{'father': 0.052, 'child': 0.524}",{'father': -0.872},antonym
1961,probably,0,-0.41,{'impossible': 0.081},{'improbable': 0.042},antonym
1962,standard,0,-0.799,{'unusual': 0.548},{'unusual': 0.606},antonym
1963,luck,0,-0.67,{'success': 0.008},{'success': 0.008},antonym
1964,jumping,0,-1.271,{},{'untreated': 0.0},oov_antonym
1965,abruptly,0,-0.406,"{'alive': 0.573, 'live': 0.314}","{'alive': 0.362, 'living': 0.703, 'live': 0.759}",antonym
1966,extremely,0,-0.118,{},{'birth': 0.0},oov_antonym
1967,pay,0,-0.774,"{'charge': 0.822, 'take': 0.54}",{'take': 0.241},antonym
1968,confusing,1,-1.231,{'clear': 0.375},{'clear': 0.019},antonym
1969,torture,1,-1.3,"{'best': 0.379, 'cool': 0.793}","{'best': 0.525, 'cool': 1.151}",synonym_antonym
1970,dumb,1,-1.467,"{'smart': 0.316, 'fast': 0.584}","{'smart': 0.537, 'fast': 0.227}",antonym
1971,wasted,1,-0.504,"{'fat': 0.028, 'valuable': 0.06}",{'gain': 0.108},antonym
1972,tedious,1,-0.927,"{'interesting': 0.341, 'smart': 0.316}","{'interesting': 0.543, 'rush': 1.001, 'smart': 0.537}",antonym
1973,positive,0,-0.419,"{'difference': 0.023, 'ability': 0.079, 'power': 0.134, 'good': 0.861, 'worth': 0.121}","{'ability': 0.153, 'power': 1.491, 'good': 1.216, 'worth': 0.46}",synonym_antonym
1974,disappointment,1,-1.727,{'success': 0.008},{'success': 0.008},antonym
1975,terrible,1,-1.488,"{'nice': 0.856, 'pleasant': 0.445}","{'nice': 1.156, 'pleasant': 0.233}",antonym
1976,sample,0,-0.241,"{'last': 1.003, 'success': 0.008}","{'last': 0.244, 'success': 0.008, 'past': 0.244}",synonym_antonym
1977,pages,0,-1.244,"{'cool': 0.793, 'loud': 0.91, 'fall': 0.141, 'stay': 0.14}","{'cross': 0.747, 'cool': 1.151, 'loud': 0.815, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'stay': 0.399}",synonym_antonym
1978,perhaps,0,-0.086,{'trust': 0.213},"{'trust': 0.888, 'believe': 0.216}",synonym_antonym
1979,juvenile,0,-1.104,"{'old': 0.154, 'mature': 0.071, 'woman': 0.561, 'interesting': 0.341, 'male': 0.109, 'cool': 0.793}","{'major': 0.304, 'wise': 0.353, 'mature': 0.17, 'interesting': 0.543, 'wholesome': 0.292, 'cool': 1.151}",synonym_antonym
1980,rated,0,-0.516,{'ride': 1.83},{'ride': 0.982},antonym
1981,not,0,-1.926,{},{'commercial': 0.0},oov_antonym
1982,print,0,-0.089,"{'background': 0.392, 'order': 0.546}",{'order': 0.377},synonym_antonym
1983,15,0,-0.908,{'some': 0.411},{'some': 0.077},synonym_antonym
1984,lost,0,-0.782,"{'fat': 0.028, 'valuable': 0.06}","{'gain': 0.108, 'fat': 0.028, 'valuable': 0.06}",synonym_antonym
1985,okay,0,-1.692,{'front': 0.219},{'front': 0.219},antonym
1986,incomplete,1,-1.489,"{'perfect': 1.855, 'inside': 0.257}","{'perfect': 1.168, 'inside': 0.245, 'outside': 0.108, 'finished': 0.285}",synonym_antonym
1987,seemed,0,-0.859,"{'simple': 0.394, 'set': 0.691, 'continue': 0.237, 'fall': 0.141, 'change': 0.879, 'dark': 0.652, 'lose': 0.656}","{'back': 0.204, 'head': 0.744, 'set': 0.511, 'fall': 0.319, 'change': 0.311, 'agree': 0.305, 'lose': 0.122}",synonym_antonym
1988,annoying,1,-0.649,"{'lose': 0.656, 'good': 0.861}","{'lose': 0.122, 'good': 1.216}",synonym_antonym
1989,horrible,0,-1.499,"{'ordinary': 0.806, 'good': 0.861}","{'ordinary': 0.806, 'good': 1.216}",antonym
1990,free,0,-1.085,{},{'unfree': 0.0},oov_antonym
1991,ridiculous,1,-1.413,"{'lucky': 0.328, 'successful': 0.392, 'woman': 0.561, 'cool': 0.793}","{'wise': 0.353, 'cool': 1.151}",synonym_antonym
1992,sick,1,-1.058,{'well': 0.953},"{'healthy': 1.074, 'well': 0.646, 'fit': 0.219}",antonym
1993,finish,0,-0.786,"{'begin': 0.305, 'side': 0.904}","{'begin': 0.751, 'side': 0.187}",antonym
1994,stopped,0,-1.251,{'open': 0.645},{'unobstructed': 0.0},oov_antonym
1995,title,0,-0.132,{'secondary': 0.16},{'secondary': 0.16},synonym_antonym
1996,awful,1,-1.294,{'good': 0.861},{'good': 1.216},antonym
1997,impress,0,-1.541,{'go': 0.185},{'advance': 0.454},antonym
1998,blurb,0,-1.554,{'take': 0.54},{'take': 0.241},synonym_antonym
1999,reviews,0,-0.255,{'miss': 0.604},{'miss': 0.409},antonym
2000,nothing,0,-1.557,"{'add': 0.725, 'some': 0.411, 'stay': 0.14}","{'add': 0.412, 'some': 0.077, 'stay': 0.399}",synonym_antonym
2001,religious,0,-1.618,{},{'profane': 0.0},oov_antonym
2002,lacked,0,-0.572,"{'ability': 0.079, 'stay': 0.14}","{'ability': 0.153, 'include': 0.228, 'stay': 0.399, 'sell': 0.128, 'comedy': 0.182}",synonym_antonym
2003,chapter,0,-0.758,{'continuation': 0.521},{'upgrade': 0.0},oov_antonym
2004,unbelievable,1,-1.095,{'plausible': 0.278},{'plausible': 0.668},antonym
2005,call,0,-0.632,"{'begin': 0.305, 'start': 0.662, 'forget': 0.772, 'fill': 0.162, 'charge': 0.822}","{'begin': 0.751, 'start': 0.329}",synonym_antonym
2006,chapters,0,-1.22,{'continuation': 0.521},{'upgrade': 0.0},oov_antonym
2007,shallow,1,-0.863,{'deep': 1.313},{'deep': 0.64},antonym
2008,sorry,0,-1.68,"{'good': 0.861, 'light': 0.22, 'lively': 0.361}","{'good': 1.216, 'light': 0.337, 'lively': 0.361}",antonym
2009,hopes,0,-0.563,{'fall': 0.141},{'show': 0.286},antonym
2010,skip,0,-0.914,"{'mind': 0.088, 'win': 1.138, 'stay': 0.14, 'attention': 0.148}","{'win': 0.906, 'stay': 0.399, 'include': 0.228, 'attention': 0.346}",synonym_antonym
2011,unfortunately,1,-1.269,{},{'luckily': 0.0},oov_antonym
2012,lacking,0,-1.224,{},{'adequate': 0.0},oov_antonym
2013,bored,1,-1.403,{'live': 0.314},{'concerned': 0.039},antonym
2014,weeks,0,-0.091,"{'day': 0.404, 'night': 0.829}","{'day': 0.464, 'night': 0.737, 'like': 0.137}",synonym_antonym
2015,poor,1,-1.049,{'fat': 0.028},{'fat': 0.028},antonym
2016,weak,1,-1.29,"{'powerful': 0.918, 'strong': 1.194}","{'powerful': 0.11, 'strong': 1.115}",antonym
2017,potential,0,-1.806,"{'stay': 0.14, 'impossible': 0.081, 'possible': 0.161}","{'stay': 0.399, 'possible': 0.064}",synonym_antonym
2018,sounded,0,-1.291,"{'lose': 0.656, 'continue': 0.237}",{'lose': 0.122},synonym_antonym
2019,substance,0,-1.033,"{'simple': 0.394, 'pull': 0.203, 'old': 0.154, 'smooth': 0.919, 'miss': 0.604, 'best': 0.379, 'end': 0.688}","{'smooth': 0.862, 'miss': 0.409, 'best': 0.525, 'fire': 0.042, 'end': 0.821}",synonym_antonym
2020,boring,1,-2.598,"{'interesting': 0.341, 'fast': 0.584}","{'interesting': 0.543, 'fast': 0.227}",antonym
2021,silly,1,-1.191,"{'woman': 0.561, 'cool': 0.793}","{'wise': 0.353, 'cool': 1.151}",antonym
2022,paid,0,-0.19,{},{'unpaid': 0.0},oov_antonym
2023,lame,1,-1.633,{'well': 0.953},"{'fit': 0.219, 'healthy': 1.074, 'well': 0.646}",antonym
2024,stupid,1,-2.048,"{'smart': 0.316, 'light': 0.22}","{'smart': 0.537, 'light': 0.337}",antonym
2025,poorly,1,-1.67,{'well': 0.953},{'well': 0.646},antonym
2026,disappointing,1,-2.208,{},{'satisfactory': 0.0},oov_antonym
2027,delete,0,-0.942,{'issue': 0.358},{'issue': 0.831},antonym
2028,weird,1,-1.378,{'natural': 0.58},{'native': 0.626},antonym
2029,worst,1,-1.792,"{'good': 0.861, 'best': 0.379}","{'good': 1.216, 'best': 0.525}",antonym
2030,deleted,0,-1.472,{'issue': 0.358},{'issue': 0.831},antonym
2031,waste,1,-2.789,"{'lose': 0.656, 'success': 0.008}","{'sell': 0.128, 'lose': 0.122, 'success': 0.008}",synonym_antonym
2032,0,0,-0.89,,{'add': 0.412},antonym
2033,addictive,0,0.766,,{'nonaddictive': 0.0},oov_antonym
2034,advertising,0,-0.65,,"{'miss': 0.409, 'top': 0.086}",antonym
2035,alex,0,0.762,,{},empty
2036,although,0,1.126,,{},empty
2037,anxiously,0,0.565,,{},empty
2038,anymore,0,-0.556,,{},empty
2039,anything,0,-0.62,,{},empty
2040,aren,0,-1.107,,{},empty
2041,asleep,0,-0.604,,{'awake': 0.21},antonym
2042,authors,0,0.605,,{},empty
2043,awesomeness,1,0.631,,{},empty
2044,awhile,0,0.657,,{},empty
2045,basically,0,-1.383,,{},empty
2046,bdsm,0,0.566,,{},empty
2047,bell,0,0.599,,{'pull': -0.049},antonym
2048,blah,1,-0.566,,{},empty
2049,bondage,0,-0.723,,{'bisexual': 0.0},oov_antonym
2050,boys,0,0.682,,{},empty
2051,breath,0,0.59,,"{'father': -0.872, 'beginning': -0.085, 'middle': -0.304, 'plain': -0.167, 'push': -0.752}",synonym_antonym
2052,brown,0,0.774,,{'achromatic': 0.0},oov_antonym
2053,bubba,0,-0.521,,{},empty
2054,cannot,0,-0.538,,{},empty
2055,carry,0,0.766,,"{'charge': -0.497, 'pack': -0.013, 'boss': -0.119, 'go': -0.151, 'push': -0.752, 'attraction': -0.064, 'pull': -0.049, 'juvenile': -1.104, 'thin': -0.416, 'lack': -0.328, 'engage': -0.058}",synonym_antonym
2056,catching,0,0.78,,{'nontransmissible': 0.0},oov_antonym
2057,cents,0,-0.543,,{},empty
2058,charles,0,0.524,,{},empty
2059,cliche,1,-0.567,,{'exciting': 0.973},antonym
2060,com,0,-0.648,,{},empty
2061,cord,0,0.69,,"{'fill': -0.485, 'tense': -0.848, 'push': -0.752, 'beginning': -0.085, 'little': -0.175}",synonym_antonym
2062,couldn,0,-1.053,,{},empty
2063,couldnt,0,-0.974,,{},empty
2064,cowboy,0,0.888,,{},empty
2065,cowboys,0,-0.711,,{},empty
2066,cozy,0,0.789,,"{'uncomfortable': -0.477, 'poor': -1.049}",antonym
2067,cross,0,0.747,,"{'go': -0.151, 'free': -1.085}",synonym_antonym
2068,cup,0,-0.606,,{},empty
2069,decluttering,0,-0.632,,{},empty
2070,definitely,0,1.063,,{},empty
2071,deleting,0,-0.613,,{'issue': 0.831},antonym
2072,delivered,0,1.042,,"{'high': -0.298, 'open': -0.062}",synonym_antonym
2073,description,0,-0.711,,{},empty
2074,device,0,-0.73,,{},empty
2075,didn,0,-1.465,,{},empty
2076,didnt,0,-1.217,,{},empty
2077,disliked,1,-0.585,,"{'liked': 1.051, 'likeable': 1.335, 'likable': 0.62}",antonym
2078,doesn,0,-0.686,,{},empty
2079,doesnt,0,-0.504,,{},empty
2080,downer,0,-0.674,,"{'interesting': 0.543, 'stay': 0.399}",synonym_antonym
2081,downs,0,0.76,,{'up': 0.0},oov_antonym
2082,drawings,0,-0.854,,"{'relax': 0.58, 'fire': 0.042, 'ride': 0.982, 'cool': 1.151, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'lose': 0.122, 'gain': 0.108}",synonym_antonym
2083,drinking,0,-1.364,,{},empty
2084,duh,0,-0.721,,{},empty
2085,ebook,0,-0.759,,{},empty
2086,editor,0,-0.99,,{},empty
2087,educational,1,0.578,,{'uninstructive': 0.0},oov_antonym
2088,enthralling,1,1.029,,{'uninteresting': -0.731},antonym
2089,etc,0,-0.575,,{},empty
2090,everyone,0,1.031,,{},empty
2091,everything,0,0.59,,{},empty
2092,factor,0,0.509,,{'break': -0.172},antonym
2093,favourite,1,-0.551,,{'friend': 0.423},antonym
2094,fellow,0,-0.591,,{'daughter': 0.523},synonym_antonym
2095,garbage,1,-0.701,,{'believe': 0.216},synonym_antonym
2096,garden,0,0.65,,{'break': -0.172},antonym
2097,generous,0,-0.599,,{'selfish': 0.0},oov_antonym
2098,getting,0,-0.544,,{},empty
2099,gluten,0,0.586,,{},empty
2100,greatest,1,0.605,,"{'worst': -1.792, 'low': -0.214}",antonym
2101,gun,0,0.605,,{},empty
2102,hadn,0,-0.967,,{},empty
2103,harlequin,0,-0.735,,"{'keep': 0.39, 'show': 0.286}",antonym
2104,hearted,0,0.67,,{'brave': 0.0},oov_antonym
2105,him,0,0.576,,{},empty
2106,holidays,0,0.517,,{},empty
2107,hurry,0,0.714,,{'push': -0.752},antonym
2108,im,0,-0.653,,{},empty
2109,info,0,-1.066,,{},empty
2110,instead,0,-0.906,,{},empty
2111,intend,0,0.722,,{'go': -0.151},antonym
2112,interracial,0,-0.802,,{'segregated': 0.0},oov_antonym
2113,into,0,-0.552,,{},empty
2114,isn,0,-1.127,,{},empty
2115,james,0,0.84,,{},empty
2116,jess,0,0.584,,{},empty
2117,joe,0,0.501,,{},empty
2118,kate,0,-0.647,,{},empty
2119,kid,0,-0.661,,{'major': 0.304},antonym
2120,lies,0,-0.557,,{},empty
2121,listen,0,0.777,,"{'continue': -0.105, 'juvenile': -1.104, 'respect': -0.598}",synonym_antonym
2122,ll,0,-0.684,,{},empty
2123,lol,0,0.614,,{},empty
2124,luckily,0,-0.58,,{'unluckily': 0.0},oov_antonym
2125,mary,0,0.9,,{},empty
2126,meat,0,-0.652,,{},empty
2127,medical,0,1.144,,{},empty
2128,meh,0,-1.012,,{},empty
2129,mike,0,-0.661,,{},empty
2130,mildly,0,-0.979,,{},empty
2131,money,0,-1.189,,{},empty
2132,mundane,0,-0.509,,{'unusual': 0.606},antonym
2133,native,0,0.626,,{'male': -0.344},antonym
2134,noah,0,-0.63,,{},empty
2135,olds,0,0.629,,{'modern': -0.25},antonym
2136,olivia,0,0.547,,{},empty
2137,or,0,-0.665,,{},empty
2138,others,0,-0.623,,{},empty
2139,pamela,0,-0.569,,{},empty
2140,pamphlet,0,-0.592,,{'outfield': 0.0},oov_antonym
2141,pictures,0,-0.56,,{'moving': 0.39},antonym
2142,pleasantly,1,0.513,,{'disagreeably': 0.0},oov_antonym
2143,pot,0,-0.637,,{},empty
2144,princess,0,1.135,,{},empty
2145,ratchet,0,0.799,,"{'continue': -0.105, 'free': -1.085}",synonym_antonym
2146,rebecca,0,0.618,,{},empty
2147,relax,1,0.58,,"{'tense': -0.848, 'die': -0.366, 'engage': -0.058}",antonym
2148,removed,0,-0.638,,"{'close': 1.103, 'likely': 0.768}",antonym
2149,researched,0,-0.732,,{'answer': 0.183},antonym
2150,respect,0,-0.598,,{'close': 1.103},antonym
2151,running,0,0.527,,"{'go': -0.151, 'hard': -0.618, 'push': -0.752, 'pack': -0.013, 'engage': -0.058}",synonym_antonym
2152,sale,0,-0.663,,{},empty
2153,samantha,0,-0.604,,{},empty
2154,satisfied,1,0.504,,"{'respect': -0.598, 'unhappy': -0.848}",synonym_antonym
2155,saved,0,-0.759,,"{'blessed': 0.493, 'good': 1.216, 'worth': 0.46, 'close': 1.103}",synonym_antonym
2156,selfish,0,-0.898,,{'altruistic': 0.0},oov_antonym
2157,session,0,-0.536,,{'front': 0.219},antonym
2158,sites,0,0.679,,{'buy': -0.115},antonym
2159,soap,0,-0.757,,"{'lose': 0.122, 'ready': 1.922}",synonym_antonym
2160,solving,0,0.715,,{'irresoluteness': 0.0},oov_antonym
2161,sometimes,0,0.725,,{},empty
2162,sons,0,1.125,,"{'girl': -0.192, 'female': -1.742}",antonym
2163,soon,0,0.64,,{},empty
2164,steve,0,0.638,,{},empty
2165,stomach,0,-0.57,,{'outside': 0.108},synonym_antonym
2166,storyline,0,-0.695,,{},empty
2167,strategies,0,0.62,,{'confront': 0.0},oov_antonym
2168,submit,0,-0.799,,"{'start': 0.329, 'clear': 0.019}",synonym_antonym
2169,sucks,1,-0.688,,"{'cool': 1.151, 'take': 0.241, 'stay': 0.399}",synonym_antonym
2170,switch,0,-0.692,,"{'stay': 0.399, 'correct': 0.653}",synonym_antonym
